elapsed_s,state,heading,left_cm,front_cm,right_cm,speed,drive_direction,steering,block1_x_cm,block1_z_cm,block1_confidence,block2_x_cm,block2_z_cm,block2_confidence,slot_x_cm,slot_z_cm,slot_heading_deg,slot_bearing_deg,slot_confident
0.375,SEARCH_LAST_PILLAR,,,,,80,0,20.0,-16.72,-17.77,0.872,,,,,,,,False
0.500,SEARCH_LAST_PILLAR,0.0,61,235,71,80,0,20.0,-16.72,-17.77,0.884,,,,,,,,False
0.609,PASS_LAST_PILLAR,-1.0,61,177,72,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
0.703,PASS_LAST_PILLAR,0.0,63,232,72,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
0.797,PASS_LAST_PILLAR,1.0,61,230,72,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
0.922,PASS_LAST_PILLAR,3.0,60,230,71,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.016,PASS_LAST_PILLAR,4.0,61,206,71,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.047,PASS_LAST_PILLAR,6.0,61,210,68,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.141,PASS_LAST_PILLAR,6.0,61,218,44,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.234,PASS_LAST_PILLAR,7.0,63,227,70,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.328,PASS_LAST_PILLAR,9.0,64,148,70,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.422,PASS_LAST_PILLAR,10.0,66,109,70,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.516,PASS_LAST_PILLAR,12.0,66,97,70,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.609,PASS_LAST_PILLAR,13.0,68,85,68,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.641,PASS_LAST_PILLAR,14.0,69,76,32,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.734,PASS_LAST_PILLAR,15.0,69,73,32,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.828,PASS_LAST_PILLAR,16.0,70,65,68,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
1.922,PASS_LAST_PILLAR,18.0,71,59,69,80,0,20.0,-16.72,-17.77,0.906,,,,,,,,False
2.016,SEARCH_FIRST_BOUNDARY,19.0,73,55,69,40,0,-25.0,,,,,,,,,,,False
2.125,SEARCH_FIRST_BOUNDARY,20.0,75,50,69,40,0,-25.0,,,,,,,,,,,False
2.234,SEARCH_FIRST_BOUNDARY,24.0,79,40,184,40,0,-25.0,,,,,,,,,,,False
2.344,SEARCH_FIRST_BOUNDARY,24.0,79,41,185,40,0,-25.0,,,,,,,,,,,False
2.438,SEARCH_FIRST_BOUNDARY,23.0,78,41,74,40,0,-25.0,,,,,,,,,,,False
2.594,SEARCH_FIRST_BOUNDARY,23.0,79,42,68,40,0,-25.0,,,,,,,,,,,False
2.703,SEARCH_FIRST_BOUNDARY,22.0,78,43,68,40,0,-25.0,,,,,,,,,,,False
2.750,SEARCH_FIRST_BOUNDARY,21.0,77,43,93,40,0,-25.0,,,,,,,,,,,False
2.844,SEARCH_FIRST_BOUNDARY,21.0,77,43,106,40,0,-25.0,,,,,,,,,,,False
