elapsed_s,state,heading,left_cm,front_cm,right_cm,speed,drive_direction,steering,block1_x_cm,block1_z_cm,block1_confidence,block2_x_cm,block2_z_cm,block2_confidence,slot_x_cm,slot_z_cm,slot_heading_deg,slot_bearing_deg,slot_confident
0.281,SEARCH_LAST_PILLAR,,,,,80,0,-20.0,,,,,,,,,,,False
0.375,SEARCH_LAST_PILLAR,0.0,68,250,220,80,0,-20.0,,,,,,,,,,,False
0.453,PASS_LAST_PILLAR,1.0,70,248,201,80,0,-20.0,,,,,,,,,,,False
0.531,PASS_LAST_PILLAR,0.0,69,247,221,80,0,-20.0,,,,,,,,,,,False
0.593,PASS_LAST_PILLAR,0.0,68,245,221,80,0,-20.0,,,,,,,,,,,False
0.672,PASS_LAST_PILLAR,-1.0,66,243,222,80,0,-20.0,,,,,,,,,,,False
0.687,PASS_LAST_PILLAR,-2.0,68,241,222,80,0,-20.0,,,,,,,,,,,False
0.718,PASS_LAST_PILLAR,-2.0,68,240,222,80,0,-20.0,,,,,,,,,,,False
0.781,PASS_LAST_PILLAR,-2.0,67,240,221,80,0,-20.0,,,,,,,,,,,False
0.812,PASS_LAST_PILLAR,-3.0,67,238,194,80,0,-20.0,,,,,,,,,,,False
0.890,PASS_LAST_PILLAR,-3.0,67,238,131,80,0,-20.0,,,,,,,,,,,False
0.906,PASS_LAST_PILLAR,-4.0,67,238,223,80,0,-20.0,,,,,,,,,,,False
0.984,PASS_LAST_PILLAR,-4.0,66,238,223,80,0,-20.0,,,,,,,,,,,False
1.000,PASS_LAST_PILLAR,-5.0,66,235,224,80,0,-20.0,,,,,,,,,,,False
1.078,PASS_LAST_PILLAR,-5.0,69,235,224,80,0,-20.0,,,,,,,,,,,False
1.187,PASS_LAST_PILLAR,-6.0,66,180,225,80,0,-20.0,,,,,,,,,,,False
1.218,PASS_LAST_PILLAR,-7.0,65,130,226,80,0,-20.0,,,,,,,,,,,False
1.297,PASS_LAST_PILLAR,-7.0,65,130,226,80,0,-20.0,,,,,,,,,,,False
1.312,PASS_LAST_PILLAR,-8.0,66,133,226,80,0,-20.0,,,,,,,,,,,False
1.390,PASS_LAST_PILLAR,-8.0,63,138,226,80,0,-20.0,,,,,,,,,,,False
1.422,PASS_LAST_PILLAR,-9.0,63,223,228,80,0,-20.0,,,,,,,,,,,False
1.500,PASS_LAST_PILLAR,-9.0,66,227,228,80,0,-20.0,,,,,,,,,,,False
1.578,PASS_LAST_PILLAR,-10.0,63,227,213,80,0,-20.0,,,,,,,,,,,False
1.593,PASS_LAST_PILLAR,-11.0,62,225,164,80,0,-20.0,,,,,,,,,,,False
1.625,PASS_LAST_PILLAR,-11.0,63,223,179,80,0,-20.0,,,,,,,,,,,False
1.703,PASS_LAST_PILLAR,-11.0,62,221,207,80,0,-20.0,,,,,,,,,,,False
1.718,PASS_LAST_PILLAR,-12.0,60,212,231,80,0,-20.0,,,,,,,,,,,False
1.797,PASS_LAST_PILLAR,-12.0,59,208,215,80,0,-20.0,,,,,,,,,,,False
1.812,PASS_LAST_PILLAR,-13.0,58,158,141,80,0,-20.0,,,,,,,,,,,False
1.890,PASS_LAST_PILLAR,-13.0,57,121,122,80,0,-20.0,,,,,,,,,,,False
1.906,PASS_LAST_PILLAR,-14.0,57,26,116,80,0,-20.0,,,,,,,,,,,False
1.984,PASS_LAST_PILLAR,-14.0,62,18,111,80,0,-20.0,,,,,,,,,,,False
2.000,PASS_LAST_PILLAR,-14.0,61,16,102,80,0,-20.0,,,,,,,,,,,False
2.031,PASS_LAST_PILLAR,-15.0,57,17,98,80,0,-20.0,,,,,,,,,,,False
2.093,PASS_LAST_PILLAR,-15.0,58,14,95,80,0,-20.0,,,,,,,,,,,False
2.125,PASS_LAST_PILLAR,-16.0,63,13,85,80,0,-20.0,,,,,,,,,,,False
2.187,PASS_LAST_PILLAR,-16.0,59,13,83,80,0,-20.0,,,,,,,,,,,False
2.203,PASS_LAST_PILLAR,-17.0,56,12,77,80,0,-20.0,,,,,,,,,,,False
2.281,PASS_LAST_PILLAR,-17.0,61,11,75,80,0,-20.0,,,,,,,,,,,False
2.312,PASS_LAST_PILLAR,-18.0,56,10,67,80,0,-20.0,,,,,,,,,,,False
2.375,PASS_LAST_PILLAR,-18.0,56,10,65,80,0,-20.0,,,,,,,,,,,False
2.406,PASS_LAST_PILLAR,-19.0,59,9,58,80,0,-20.0,,,,,,,,,,,False
2.422,PASS_LAST_PILLAR,-19.0,59,8,56,80,0,-20.0,,,,,,,,,,,False
2.500,PASS_LAST_PILLAR,-19.0,62,8,54,80,0,-20.0,,,,,,,,,,,False
2.531,PASS_LAST_PILLAR,-20.0,59,7,48,80,0,-20.0,,,,,,,,,,,False
2.593,PASS_LAST_PILLAR,-20.0,55,6,46,80,0,-20.0,,,,,,,,,,,False
2.625,PASS_LAST_PILLAR,-21.0,60,6,42,80,0,-20.0,,,,,,,,,,,False
2.687,PASS_LAST_PILLAR,-21.0,56,5,41,80,0,-20.0,,,,,,,,,,,False
2.703,PASS_LAST_PILLAR,-22.0,61,5,39,80,0,-20.0,,,,,,,,,,,False
2.781,PASS_LAST_PILLAR,-22.0,58,5,37,80,0,-20.0,,,,,,,,,,,False
2.797,PASS_LAST_PILLAR,-23.0,58,4,33,80,0,-20.0,,,,,,,,,,,False
2.812,PASS_LAST_PILLAR,-23.0,56,3,33,80,0,-20.0,,,,,,,,,,,False
2.890,PASS_LAST_PILLAR,-23.0,50,3,34,80,0,-20.0,,,,,,,,,,,False
2.906,PASS_LAST_PILLAR,-24.0,63,3,34,80,0,-20.0,,,,,,,,,,,False
2.984,SEARCH_FIRST_BOUNDARY,-24.0,54,3,35,40,0,-21.0,,,,,,,,,,,False
3.000,SEARCH_FIRST_BOUNDARY,-24.0,60,2,35,40,0,-21.0,,,,,,,,,,,False
3.078,SEARCH_FIRST_BOUNDARY,-25.0,54,2,36,40,0,-20.0,,,,,,,,,,,False
3.109,SEARCH_FIRST_BOUNDARY,-25.0,54,11,36,40,0,-20.0,,,,,,,,,,,False
3.187,SEARCH_FIRST_BOUNDARY,-25.0,55,13,37,40,0,-20.0,,,,,,,,,,,False
3.203,SEARCH_FIRST_BOUNDARY,-25.0,63,90,37,40,0,-20.0,,,,,,,,,,,False
3.281,SEARCH_FIRST_BOUNDARY,-26.0,55,101,37,40,0,-19.0,,,,,,,,,,,False
3.312,SEARCH_FIRST_BOUNDARY,-26.0,56,109,37,40,0,-19.0,,,,,,,,,,,False
3.390,SEARCH_FIRST_BOUNDARY,-26.0,55,105,37,40,0,-19.0,,,,,,,,,,,False
3.406,SEARCH_FIRST_BOUNDARY,-26.0,56,74,38,40,0,-19.0,,,,,,,,,,,False
3.484,SEARCH_FIRST_BOUNDARY,-26.0,55,83,38,40,0,-19.0,,,,,,,,,,,False
3.515,SEARCH_FIRST_BOUNDARY,-26.0,51,61,38,40,0,-19.0,,,,,,,,,,,False
3.593,SEARCH_FIRST_BOUNDARY,-27.0,59,39,39,40,0,-18.0,,,,,,,,,,,False
3.609,SEARCH_FIRST_BOUNDARY,-27.0,59,28,39,40,0,-18.0,,,,,,,,,,,False
3.687,SEARCH_FIRST_BOUNDARY,-27.0,59,45,39,40,0,-18.0,,,,,,,,,,,False
3.718,SEARCH_FIRST_BOUNDARY,-27.0,54,49,39,40,0,-18.0,,,,,,,,,,,False
3.797,SEARCH_FIRST_BOUNDARY,-27.0,56,39,39,40,0,-18.0,,,,,,,,,,,False
3.875,SEARCH_FIRST_BOUNDARY,-28.0,61,13,40,40,0,-17.0,,,,,,,,,,,False
3.906,SEARCH_FIRST_BOUNDARY,-28.0,58,9,41,40,0,-17.0,,,,,,,,,,,False
3.984,SEARCH_FIRST_BOUNDARY,-28.0,56,8,41,40,0,-17.0,,,,,,,,,,,False
4.000,SEARCH_FIRST_BOUNDARY,-28.0,51,6,41,40,0,-17.0,,,,,,,,,,,False
4.078,SEARCH_FIRST_BOUNDARY,-28.0,54,5,41,40,0,-17.0,,,,,,,,,,,False
4.109,SEARCH_FIRST_BOUNDARY,-28.0,50,8,42,40,0,-17.0,,,,,,,,,,,False
4.187,SEARCH_FIRST_BOUNDARY,-29.0,54,8,42,40,0,-16.0,,,,,,,,,,,False
4.203,SEARCH_FIRST_BOUNDARY,-29.0,51,7,42,40,0,-16.0,,,,,,,,,,,False
4.281,SEARCH_FIRST_BOUNDARY,-29.0,50,2,42,40,0,-16.0,,,,,,,,,,,False
4.312,SEARCH_FIRST_BOUNDARY,-29.0,59,2,43,40,0,-16.0,,,,,,,,,,,False
4.390,SEARCH_FIRST_BOUNDARY,-29.0,55,2,43,40,0,-16.0,,,,,,,,,,,False
4.468,SEARCH_FIRST_BOUNDARY,-29.0,54,45,43,40,0,-16.0,,,,,,,,,,,False
4.500,SEARCH_FIRST_BOUNDARY,-30.0,54,107,44,40,0,-15.0,,,,,,,,,,,False
4.515,SEARCH_FIRST_BOUNDARY,-30.0,56,107,44,40,0,-15.0,,,,,,,,,,,False
4.593,SEARCH_FIRST_BOUNDARY,-30.0,51,108,44,40,0,-15.0,,,,,,,,,,,False
4.625,SEARCH_FIRST_BOUNDARY,-30.0,58,107,44,40,0,-15.0,,,,,,,,,,,False
4.703,SEARCH_FIRST_BOUNDARY,-30.0,57,106,45,40,0,-15.0,,,,,,,,,,,False
4.797,SEARCH_FIRST_BOUNDARY,-30.0,52,105,43,40,0,-15.0,,,,,,,,,,,False
4.812,SEARCH_FIRST_BOUNDARY,-31.0,55,106,4,40,0,-14.0,,,,,,,,,,,False
4.890,SEARCH_FIRST_BOUNDARY,-31.0,60,105,5,40,0,-14.0,,,,,,,,,,,False
4.922,SEARCH_FIRST_BOUNDARY,-31.0,53,98,5,40,0,-14.0,,,,,,,,,,,False
5.000,SEARCH_FIRST_BOUNDARY,-31.0,53,93,5,40,0,-14.0,,,,,,,,,,,False
5.015,SEARCH_FIRST_BOUNDARY,-31.0,50,77,5,40,0,-14.0,,,,,,,,,,,False
5.093,SEARCH_FIRST_BOUNDARY,-31.0,55,70,5,40,0,-14.0,,,,,,,,,,,False
5.109,SEARCH_FIRST_BOUNDARY,-32.0,54,60,8,40,0,-13.0,,,,,,,,,,,False
5.187,SEARCH_FIRST_BOUNDARY,-32.0,55,59,7,40,0,-13.0,,,,,,,,,,,False
5.203,SEARCH_FIRST_BOUNDARY,-32.0,55,58,41,40,0,-13.0,,,,,,,,,,,False
5.281,SEARCH_FIRST_BOUNDARY,-32.0,57,58,45,40,0,-13.0,,,,,,,,,,,False
5.297,SEARCH_FIRST_BOUNDARY,-32.0,52,57,48,40,0,-13.0,,,,,,,,,,,False
5.328,SEARCH_FIRST_BOUNDARY,-32.0,50,57,48,40,0,-13.0,,,,,,,,,,,False
5.406,SEARCH_FIRST_BOUNDARY,-32.0,52,57,49,40,0,-13.0,,,,,,,,,,,False
5.422,SEARCH_FIRST_BOUNDARY,-33.0,53,57,49,40,0,-12.0,,,,,,,,,,,False
5.484,SEARCH_FIRST_BOUNDARY,-33.0,51,57,49,40,0,-12.0,,,,,,,,,,,False
5.500,SEARCH_FIRST_BOUNDARY,-33.0,51,56,50,40,0,-12.0,,,,,,,,,,,False
5.578,SEARCH_FIRST_BOUNDARY,-33.0,53,56,50,40,0,-12.0,,,,,,,,,,,False
5.593,SEARCH_FIRST_BOUNDARY,-33.0,50,56,50,40,0,-12.0,,,,,,,,,,,False
5.609,SEARCH_FIRST_BOUNDARY,-33.0,52,56,50,40,0,-12.0,,,,,,,,,,,False
5.672,SEARCH_FIRST_BOUNDARY,-33.0,54,56,50,40,0,-12.0,,,,,,,,,,,False
5.703,SEARCH_FIRST_BOUNDARY,-34.0,54,56,51,40,0,-11.0,,,,,,,,,,,False
5.718,SEARCH_FIRST_BOUNDARY,-34.0,55,56,51,40,0,-11.0,,,,,,,,,,,False
5.797,SEARCH_FIRST_BOUNDARY,-34.0,46,55,51,40,0,-11.0,,,,,,,,,,,False
5.812,SEARCH_FIRST_BOUNDARY,-34.0,49,55,52,40,0,-11.0,,,,,,,,,,,False
5.875,SEARCH_FIRST_BOUNDARY,-34.0,53,55,52,40,0,-11.0,,,,,,,,,,,False
5.906,SEARCH_FIRST_BOUNDARY,-34.0,56,55,52,40,0,-11.0,,,,,,,,,,,False
5.968,SEARCH_FIRST_BOUNDARY,-34.0,56,55,52,40,0,-11.0,,,,,,,,,,,False
6.000,SEARCH_FIRST_BOUNDARY,-34.0,53,55,53,40,0,-11.0,,,,,,,,,,,False
6.062,SEARCH_FIRST_BOUNDARY,-35.0,48,55,53,40,0,-10.0,,,,,,,,,,,False
6.078,SEARCH_FIRST_BOUNDARY,-35.0,52,54,54,40,0,-10.0,,,,,,,,,,,False
6.109,SEARCH_FIRST_BOUNDARY,-35.0,52,54,54,40,0,-10.0,,,,,,,,,,,False
6.172,SEARCH_FIRST_BOUNDARY,-35.0,49,54,54,40,0,-10.0,,,,,,,,,,,False
6.187,SEARCH_FIRST_BOUNDARY,-35.0,46,54,55,40,0,-10.0,,,,,,,,,,,False
6.203,SEARCH_FIRST_BOUNDARY,-35.0,48,54,55,40,0,-10.0,,,,,,,,,,,False
6.265,SEARCH_FIRST_BOUNDARY,-36.0,50,54,55,40,0,-9.0,,,,,,,,,,,False
6.297,SEARCH_FIRST_BOUNDARY,-36.0,48,54,56,40,0,-9.0,,,,,,,,,,,False
6.312,SEARCH_FIRST_BOUNDARY,-36.0,48,53,56,40,0,-9.0,,,,,,,,,,,False
6.375,SEARCH_FIRST_BOUNDARY,-36.0,52,53,56,40,0,-9.0,,,,,,,,,,,False
6.390,SEARCH_FIRST_BOUNDARY,-36.0,51,53,57,40,0,-9.0,,,,,,,,,,,False
6.468,SEARCH_FIRST_BOUNDARY,-36.0,47,53,57,40,0,-9.0,,,,,,,,,,,False
6.484,SEARCH_FIRST_BOUNDARY,-37.0,51,53,58,40,0,-8.0,,,,,,,,,,,False
6.515,SEARCH_FIRST_BOUNDARY,-37.0,53,53,58,40,0,-8.0,,,,,,,,,,,False
6.578,SEARCH_FIRST_BOUNDARY,-37.0,50,53,58,40,0,-8.0,,,,,,,,,,,False
6.593,SEARCH_FIRST_BOUNDARY,-37.0,51,52,59,40,0,-8.0,,,,,,,,,,,False
6.672,SEARCH_FIRST_BOUNDARY,-37.0,51,52,59,40,0,-8.0,,,,,,,,,,,False
6.687,SEARCH_FIRST_BOUNDARY,-37.0,45,52,60,40,0,-8.0,,,,,,,,,,,False
6.703,SEARCH_FIRST_BOUNDARY,-38.0,53,52,60,40,0,-7.0,,,,,,,,,,,False
6.781,SEARCH_FIRST_BOUNDARY,-38.0,47,52,60,40,0,-7.0,7.91,18.15,0.579,,,,,,,,False
6.797,SEARCH_FIRST_BOUNDARY,-38.0,51,52,61,60,1,40.0,7.91,18.15,0.579,,,,,,,,False
6.922,SEARCH_FIRST_BOUNDARY,-38.0,48,51,61,60,1,40.0,8.44,17.40,0.600,,,,,,,,False
7.015,TRACK_OPENING,-41.0,50,54,66,60,1,40.0,9.34,17.05,0.600,,,,,,,,False
7.109,TRACK_OPENING,-43.0,54,57,67,40,0,-7.0,13.72,18.47,0.600,,,,,,,,False
7.203,TRACK_OPENING,-45.0,65,61,68,40,0,-5.0,17.38,18.00,0.600,,,,,,,,False
7.297,TRACK_OPENING,-46.0,56,60,70,40,0,-4.0,20.75,17.39,0.600,,,,,,,,False
7.312,TRACK_OPENING,-45.0,60,61,68,40,0,-5.0,20.75,17.39,0.600,,,,,,,,False
7.406,TRACK_OPENING,-45.0,58,61,68,40,0,-5.0,20.87,13.61,0.600,,,,,,,,False
7.500,TRACK_OPENING,-45.0,57,60,69,40,0,-5.0,21.41,14.38,0.600,,,,,,,,False
7.593,TRACK_OPENING,-45.0,60,60,69,40,0,-5.0,21.40,14.63,0.600,,,,,,,,False
7.687,TRACK_OPENING,-45.0,50,59,70,40,0,-5.0,21.23,14.89,0.600,,,,,,,,False
7.703,TRACK_OPENING,-45.0,59,58,71,40,0,-5.0,21.23,14.89,0.600,,,,,,,,False
7.797,TRACK_OPENING,-45.0,58,58,70,40,0,-5.0,21.09,15.12,0.600,,,,,,,,False
7.906,TRACK_OPENING,-45.0,59,57,71,40,0,-5.0,20.94,15.09,0.600,,,,,,,,False
8.000,TRACK_OPENING,-45.0,55,56,72,40,0,-5.0,20.76,14.67,0.600,,,,,,,,False
8.093,TRACK_OPENING,-45.0,51,56,72,40,0,-5.0,20.60,14.01,0.600,,,,,,,,False
8.203,TRACK_OPENING,-45.0,53,56,73,40,0,-5.0,20.51,13.41,0.600,,,,,,,,False
8.312,TRACK_OPENING,-45.0,52,55,74,40,0,-5.0,20.51,13.08,0.600,,,,,,,,False
8.390,TRACK_OPENING,-45.0,53,55,74,40,0,-5.0,20.44,12.53,0.600,,,,,,,,False
8.484,TRACK_OPENING,-45.0,52,54,74,40,0,-5.0,20.36,12.04,0.600,,,,,,,,False
8.593,TRACK_OPENING,-45.0,56,53,75,40,0,-5.0,20.30,11.40,0.600,,,,,,,,False
8.609,TRACK_OPENING,-45.0,49,53,75,40,0,-5.0,20.30,11.40,0.600,,,,,,,,False
8.703,TRACK_OPENING,-45.0,43,53,76,40,0,-5.0,20.27,11.06,0.600,,,,,,,,False
8.797,TRACK_OPENING,-45.0,55,52,76,40,0,-5.0,20.29,10.73,0.600,,,,,,,,False
8.890,TRACK_OPENING,-45.0,50,52,77,40,0,-5.0,20.39,10.41,0.600,,,,,,,,False
8.984,TRACK_OPENING,-45.0,50,51,78,40,0,-5.0,20.54,10.08,0.600,,,,,,,,False
9.015,TRACK_OPENING,-45.0,45,51,79,40,0,-5.0,20.54,10.08,0.600,,,,,,,,False
9.109,TRACK_OPENING,-45.0,44,50,78,40,0,-5.0,20.72,9.74,0.600,,,,,,,,False
9.203,TRACK_OPENING,-45.0,45,50,79,40,0,-5.0,20.81,9.21,0.600,,,,,,,,False
9.297,TRACK_OPENING,-45.0,46,49,80,40,0,-5.0,20.85,8.55,0.600,,,,,,,,False
9.390,TRACK_OPENING,-45.0,46,48,81,40,0,-5.0,20.80,7.63,0.600,,,,,,,,False
9.422,TRACK_OPENING,-45.0,45,47,81,40,0,-5.0,20.80,7.63,0.600,,,,,,,,False
9.484,TRACK_OPENING,-45.0,44,47,82,40,0,-5.0,14.47,3.34,0.736,,,,,,,,False
9.515,TRACK_OPENING,-45.0,46,47,82,40,0,-5.0,14.47,3.34,0.736,,,,,,,,False
9.578,TRACK_OPENING,-45.0,42,47,82,40,0,-5.0,10.43,-0.11,0.733,,,,,,,,False
9.609,TRACK_OPENING,-45.0,41,46,83,40,0,-5.0,10.43,-0.11,0.733,,,,,,,,False
9.672,TRACK_OPENING,-45.0,46,46,83,40,0,-5.0,8.12,-2.86,0.732,,,,,,,,False
9.703,TRACK_OPENING,-44.0,45,45,83,40,0,-6.0,8.12,-2.86,0.732,,,,,,,,False
9.765,TRACK_OPENING,-44.0,45,45,83,40,0,-6.0,7.01,-4.90,0.730,,,,,,,,False
