elapsed_s,state,heading,left_cm,front_cm,right_cm,speed,drive_direction,steering,block1_x_cm,block1_z_cm,block1_confidence,block2_x_cm,block2_z_cm,block2_confidence,slot_x_cm,slot_z_cm,slot_heading_deg,slot_bearing_deg,slot_confident
0.297,SEARCH_LAST_PILLAR,0.0,45,231,44,80,0,38.0,-22.42,-20.14,0.874,,,,,,,,False
0.391,SEARCH_LAST_PILLAR,0.0,46,232,44,80,0,38.0,-22.56,-20.37,0.901,,,,,,,,False
0.406,SEARCH_LAST_PILLAR,-1.0,48,189,43,80,0,38.0,-22.56,-20.37,0.901,,,,,,,,False
0.500,PASS_LAST_PILLAR,-1.0,45,215,43,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.563,PASS_LAST_PILLAR,1.0,47,230,44,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.594,PASS_LAST_PILLAR,3.0,46,226,45,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.609,PASS_LAST_PILLAR,4.0,47,229,44,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.688,PASS_LAST_PILLAR,5.0,47,230,45,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.703,PASS_LAST_PILLAR,6.0,47,231,45,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.813,PASS_LAST_PILLAR,7.0,46,231,46,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.875,PASS_LAST_PILLAR,10.0,46,228,48,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.906,PASS_LAST_PILLAR,12.0,47,226,49,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
0.969,PASS_LAST_PILLAR,13.0,49,232,50,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.000,PASS_LAST_PILLAR,15.0,51,234,52,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.016,PASS_LAST_PILLAR,15.0,51,205,52,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.094,PASS_LAST_PILLAR,16.0,52,138,52,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.109,PASS_LAST_PILLAR,17.0,52,115,55,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.188,PASS_LAST_PILLAR,18.0,53,111,56,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.203,PASS_LAST_PILLAR,20.0,54,98,51,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.281,PASS_LAST_PILLAR,21.0,55,93,50,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.297,PASS_LAST_PILLAR,23.0,56,85,28,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.375,PASS_LAST_PILLAR,24.0,57,82,26,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.391,PASS_LAST_PILLAR,25.0,59,76,25,80,0,38.0,-21.28,-22.66,0.900,,,,,,,,False
1.422,SEARCH_FIRST_BOUNDARY,26.0,59,72,24,40,0,-25.0,,,,,,,,,,,False
1.500,SEARCH_FIRST_BOUNDARY,27.0,60,70,24,40,0,-25.0,,,,,,,,,,,False
1.578,SEARCH_FIRST_BOUNDARY,29.0,62,64,29,40,0,-25.0,,,,,,,,,,,False
1.594,SEARCH_FIRST_BOUNDARY,33.0,66,58,33,40,0,-25.0,,,,,,,,,,,False
1.688,SEARCH_FIRST_BOUNDARY,33.0,66,58,34,40,0,-25.0,,,,,,,,,,,False
1.703,SEARCH_FIRST_BOUNDARY,32.0,66,58,33,40,0,-25.0,,,,,,,,,,,False
1.781,SEARCH_FIRST_BOUNDARY,32.0,66,58,26,40,0,-25.0,,,,,,,,,,,False
1.813,SEARCH_FIRST_BOUNDARY,32.0,67,58,38,40,0,-25.0,,,,,,,,,,,False
1.891,SEARCH_FIRST_BOUNDARY,32.0,66,58,40,40,0,-25.0,,,,,,,,,,,False
1.922,SEARCH_FIRST_BOUNDARY,31.0,66,59,57,40,0,-25.0,,,,,,,,,,,False
2.000,SEARCH_FIRST_BOUNDARY,31.0,66,59,57,40,0,-25.0,,,,,,,,,,,False
2.094,SEARCH_FIRST_BOUNDARY,31.0,66,59,57,40,0,-25.0,,,,,,,,,,,False
2.109,SEARCH_FIRST_BOUNDARY,30.0,65,60,58,40,0,-25.0,,,,,,,,,,,False
2.188,SEARCH_FIRST_BOUNDARY,30.0,65,60,58,40,0,-25.0,,,,,,,,,,,False
2.281,SEARCH_FIRST_BOUNDARY,30.0,65,60,57,40,0,-25.0,,,,,,,,,,,False
2.297,SEARCH_FIRST_BOUNDARY,29.0,63,60,29,40,0,-25.0,,,,,,,,,,,False
2.391,SEARCH_FIRST_BOUNDARY,29.0,62,61,29,40,0,-25.0,,,,,,,,,,,False
2.406,SEARCH_FIRST_BOUNDARY,28.0,52,61,28,40,0,-25.0,,,,,,,,,,,False
