elapsed_s,state,heading,left_cm,front_cm,right_cm,speed,drive_direction,steering,block1_x_cm,block1_z_cm,block1_confidence,block2_x_cm,block2_z_cm,block2_confidence,slot_x_cm,slot_z_cm,slot_heading_deg,slot_bearing_deg,slot_confident
0.328,SEARCH_LAST_PILLAR,,,,,80,0,20.0,-32.64,6.20,0.834,,,,,,,,False
0.422,SEARCH_LAST_PILLAR,0.0,74,251,115,80,0,20.0,-32.81,6.24,0.852,,,,,,,,False
0.531,PASS_LAST_PILLAR,-1.0,75,250,149,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.609,PASS_LAST_PILLAR,-1.0,75,248,174,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.640,PASS_LAST_PILLAR,0.0,74,232,139,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.656,PASS_LAST_PILLAR,0.0,71,219,121,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.765,PASS_LAST_PILLAR,1.0,73,213,117,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.859,PASS_LAST_PILLAR,2.0,71,236,116,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.922,PASS_LAST_PILLAR,3.0,72,187,116,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
0.953,PASS_LAST_PILLAR,4.0,70,121,116,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.031,PASS_LAST_PILLAR,4.0,74,115,116,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.140,PASS_LAST_PILLAR,6.0,74,95,122,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.219,PASS_LAST_PILLAR,7.0,72,84,131,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.250,PASS_LAST_PILLAR,7.0,69,76,145,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.328,PASS_LAST_PILLAR,8.0,72,74,147,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.359,PASS_LAST_PILLAR,9.0,72,67,174,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.437,PASS_LAST_PILLAR,9.0,73,65,207,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.453,PASS_LAST_PILLAR,10.0,75,59,217,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.531,PASS_LAST_PILLAR,10.0,73,57,217,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.562,PASS_LAST_PILLAR,11.0,79,51,219,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.640,PASS_LAST_PILLAR,12.0,79,49,94,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.719,PASS_LAST_PILLAR,13.0,80,44,222,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.750,PASS_LAST_PILLAR,14.0,81,41,220,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.828,PASS_LAST_PILLAR,14.0,81,39,218,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.859,PASS_LAST_PILLAR,15.0,82,35,63,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.922,PASS_LAST_PILLAR,15.0,83,34,210,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
1.937,PASS_LAST_PILLAR,16.0,84,31,214,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
2.015,PASS_LAST_PILLAR,17.0,84,30,214,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
2.031,PASS_LAST_PILLAR,17.0,85,26,202,80,0,20.0,-32.84,6.12,0.846,,,,,,,,False
2.109,SEARCH_FIRST_BOUNDARY,18.0,85,25,200,40,0,-25.0,,,,,,,,,,,False
2.140,SEARCH_FIRST_BOUNDARY,19.0,87,23,190,40,0,-25.0,,,,,,,,,,,False
2.219,SEARCH_FIRST_BOUNDARY,19.0,86,22,189,40,0,-25.0,,,,,,,,,,,False
2.250,SEARCH_FIRST_BOUNDARY,21.0,89,19,173,40,0,-25.0,,,,,,,,,,,False
2.265,SEARCH_FIRST_BOUNDARY,22.0,90,19,170,40,0,-25.0,,,,,,,,,,,False
2.344,SEARCH_FIRST_BOUNDARY,22.0,90,19,173,40,0,-25.0,,,,,,,,,,,False
2.437,SEARCH_FIRST_BOUNDARY,22.0,90,19,175,40,0,-25.0,,,,,,,,,,,False
2.453,SEARCH_FIRST_BOUNDARY,21.0,90,19,178,40,0,-25.0,,,,,,,,,,,False
2.531,SEARCH_FIRST_BOUNDARY,21.0,89,19,181,40,0,-25.0,,,,,,,,,,,False
2.625,SEARCH_FIRST_BOUNDARY,21.0,90,19,186,40,0,-25.0,,,,,,,,,,,False
2.640,SEARCH_FIRST_BOUNDARY,20.0,89,19,190,40,0,-25.0,,,,,,,,,,,False
2.734,SEARCH_FIRST_BOUNDARY,20.0,89,19,191,40,0,-25.0,,,,,,,,,,,False
2.812,SEARCH_FIRST_BOUNDARY,19.0,89,19,196,40,0,-25.0,,,,,,,,,,,False
2.844,SEARCH_FIRST_BOUNDARY,19.0,89,19,188,40,0,-25.0,,,,,,,,,,,False
2.922,SEARCH_FIRST_BOUNDARY,19.0,89,19,94,40,0,-25.0,,,,,,,,,,,False
2.953,SEARCH_FIRST_BOUNDARY,19.0,88,20,57,40,0,-25.0,,,,,,,,,,,False
3.015,SEARCH_FIRST_BOUNDARY,18.0,88,19,56,40,0,-25.0,,,,,,,,,,,False
3.047,SEARCH_FIRST_BOUNDARY,18.0,89,20,55,40,0,-25.0,,,,,,,,,,,False
3.140,SEARCH_FIRST_BOUNDARY,18.0,89,20,55,40,0,-25.0,2.41,-35.78,0.796,,,,,,,,False
3.156,SEARCH_FIRST_BOUNDARY,17.0,88,19,55,40,0,-25.0,2.41,-35.78,0.796,,,,,,,,False
3.297,SEARCH_FIRST_BOUNDARY,17.0,88,20,55,40,0,-25.0,2.88,-36.84,0.780,,,,,,,,False
3.422,TRACK_OPENING,16.0,88,20,58,40,0,-25.0,3.49,-38.54,0.765,,,,,,,,False
3.500,TRACK_OPENING,16.0,88,20,198,40,0,-25.0,3.92,-41.15,0.742,,,,,,,,False
3.594,TRACK_OPENING,15.0,88,21,215,40,0,-25.0,5.23,-38.33,0.697,,,,,,,,False
3.687,TRACK_OPENING,15.0,88,21,215,40,0,-25.0,5.58,-42.47,0.705,,,,,,,,False
3.781,TRACK_OPENING,14.0,88,22,215,40,0,-25.0,5.24,-43.42,0.642,,,,,,,,False
3.890,TRACK_OPENING,13.0,88,22,214,40,0,-25.0,5.26,-45.05,0.629,,,,,,,,False
4.015,TRACK_OPENING,13.0,87,23,214,40,0,-25.0,5.53,-46.92,0.616,,,,,,,,False
4.109,TRACK_OPENING,12.0,87,23,212,40,0,-25.0,5.21,-46.60,0.555,,,,,,,,False
4.219,TRACK_OPENING,12.0,87,24,213,40,0,-25.0,5.46,-47.34,0.600,,,,,,,,False
4.344,TRACK_OPENING,11.0,87,25,214,40,0,-25.0,5.95,-48.70,0.600,,,,,,,,False
4.437,TRACK_OPENING,10.0,86,26,211,40,0,-25.0,6.94,-51.13,0.600,,,,,,,,False
4.547,TRACK_OPENING,10.0,86,26,211,40,0,-25.0,7.83,-53.20,0.600,,,,,,,,False
4.672,TRACK_OPENING,9.0,85,27,210,40,0,-25.0,8.57,-55.01,0.600,,,,,,,,False
4.781,TRACK_OPENING,9.0,83,29,210,40,0,-25.0,9.20,-56.64,0.600,,,,,,,,False
4.906,TRACK_OPENING,8.0,27,30,210,40,0,-25.0,9.20,-56.64,0.600,,,,,,,,False
5.031,TRACK_OPENING,8.0,25,31,210,40,0,-25.0,9.80,-58.31,0.600,,,,,,,,False
5.140,TRACK_OPENING,7.0,23,34,208,40,0,-25.0,10.08,-59.12,0.600,,,,,,,,False
5.250,TRACK_OPENING,7.0,23,35,208,40,0,-25.0,10.19,-59.42,0.600,,,,,,,,False
5.359,TRACK_OPENING,6.0,23,36,208,40,0,-25.0,10.24,-58.58,0.600,,,,,,,,False
